Country Code,Port Location,Port Name,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,lat_long,details
BRA,Gebig,Port of Gebig,-23.056944,-44.236111,BRGEB,"Pier, Jetty or Wharf",Small,"[-23.056944, -44.236111]","Port of Gebig, Pier, Jetty or Wharf - Small"
BRA,Guaiba,Guaiba Island Terminal,-23.0075,-44.034167,BRSPB,"Pier, Jetty or Wharf",Small,"[-23.0075, -44.034167]","Guaiba Island Terminal, Pier, Jetty or Wharf - Small"
BRA,Guamare,Guamare Oil Terminal,-4.945,-36.332222,,Off-Shore Terminal,Very Small,"[-4.945, -36.332222]","Guamare Oil Terminal, Off-Shore Terminal - Very Small"
BRA,Ipojuca,Suape Marine Terminal,-8.398333,-34.967222,BRIPO,Seaport,Medium,"[-8.398333, -34.967222]","Suape Marine Terminal, Seaport - Medium"
BRA,Itaguai,Port of Itaguai,-22.931944,-43.843611,BRIGI,Seaport,Medium,"[-22.931944, -43.843611]","Port of Itaguai, Seaport - Medium"
BRA,Itaguai,Sepetiba Terminal,-23.010278,-44.033333,BRSPB,Seaport,Very Small,"[-23.010278, -44.033333]","Sepetiba Terminal, Seaport - Very Small"
BRA,Itajai,Port of Itajai,-26.891111,-48.676944,BRITJ,Seaport,Medium,"[-26.891111, -48.676944]","Port of Itajai, Seaport - Medium"
BRA,Itaqui,Port of Itaqui,-2.569444,-44.370556,BRITQ,Seaport,Medium,"[-2.569444, -44.370556]","Port of Itaqui, Seaport - Medium"
BRA,Laguna,Port of Laguna,-28.498056,-48.774444,,"Pier, Jetty or Wharf",Very Small,"[-28.498056, -48.774444]","Port of Laguna, Pier, Jetty or Wharf - Very Small"
BRA,Maceio,Port of Maceio,-9.678889,-35.725556,BRMCZ,Seaport,Small,"[-9.678889, -35.725556]","Port of Maceio, Seaport - Small"
BRA,Madre de Deus,Port of Madre de Deus,-12.751389,-38.623333,,Seaport,Small,"[-12.751389, -38.623333]","Port of Madre de Deus, Seaport - Small"
BRA,Miramar,Miramar Oil Terminal,-1.402778,-48.493333,,Seaport,Small,"[-1.402778, -48.493333]","Miramar Oil Terminal, Seaport - Small"
BRA,Miramar,Port of Miramar,-1.403889,-48.491944,,"Pier, Jetty or Wharf",Small,"[-1.403889, -48.491944]","Port of Miramar, Pier, Jetty or Wharf - Small"
BRA,Mucuripe,Port of Mucuripe,-3.7075,-38.476944,BRFOR,Seaport,Small,"[-3.7075, -38.476944]","Port of Mucuripe, Seaport - Small"
BRA,Navegantes,Port of Navegantes,-26.898889,-48.656667,,Seaport,Small,"[-26.898889, -48.656667]","Port of Navegantes, Seaport - Small"
BRA,Niteroi,Port of Niteroi,-22.879167,-43.129167,BRNTR,Seaport,Large,"[-22.879167, -43.129167]","Port of Niteroi, Seaport - Large"
BRA,Paranagua,Port of Paranagua,-25.496944,-48.515278,BRPNG,Seaport,Medium,"[-25.496944, -48.515278]","Port of Paranagua, Seaport - Medium"
BRA,Pecem,Port of Pecem,-3.538889,-38.802222,BRPEC,"Pier, Jetty or Wharf",Small,"[-3.538889, -38.802222]","Port of Pecem, Pier, Jetty or Wharf - Small"
BRA,Pelotas,Port of Pelotas,-31.781944,-52.327778,BRPET,Ferry,Small,"[-31.781944, -52.327778]","Port of Pelotas, Ferry - Small"
BRA,Ponta da Madeira,Port of Ponta da Madeira,-2.533889,-44.355833,BRPMA,"Pier, Jetty or Wharf",Very Small,"[-2.533889, -44.355833]","Port of Ponta da Madeira, Pier, Jetty or Wharf - Very Small"
BRA,Ponta Ubu,Port of Ponta Ubu,-20.785,-40.575,BRPOU,"Pier, Jetty or Wharf",Small,"[-20.785, -40.575]","Port of Ponta Ubu, Pier, Jetty or Wharf - Small"
BRA,Porto Alegre,Port of Porto Alegre,-30.0175,-51.228333,BRPOA,Seaport,Medium,"[-30.0175, -51.228333]","Port of Porto Alegre, Seaport - Medium"
BRA,Portocel,Port of Portocel,-19.843611,-40.058056,BRPCL,Seaport,Small,"[-19.843611, -40.058056]","Port of Portocel, Seaport - Small"
BRA,Praia Mole,Port of Praia Mole,-20.293889,-40.236944,BRPRM,Seaport,Medium,"[-20.293889, -40.236944]","Port of Praia Mole, Seaport - Medium"
BRA,Regencia,Port of Regencia,-19.645,-39.823056,,"Pier, Jetty or Wharf",Small,"[-19.645, -39.823056]","Port of Regencia, Pier, Jetty or Wharf - Small"
BRA,Rio de Janeiro,Butadiene Dock Island,-22.868056,-43.133056,,Seaport,Small,"[-22.868056, -43.133056]","Butadiene Dock Island, Seaport - Small"
BRA,Rio de Janeiro,Port of Rio de Janeiro,-22.883056,-43.196667,BRRIO,Seaport,Medium,"[-22.883056, -43.196667]","Port of Rio de Janeiro, Seaport - Medium"
BRA,Rio Grande,Port of Rio Grande,-32.056111,-52.081667,BRRIG,Seaport,Medium,"[-32.056111, -52.081667]","Port of Rio Grande, Seaport - Medium"
BRA,Santana,Port of Santana,-0.061111,-51.166944,BRSAN,"Pier, Jetty or Wharf",Small,"[-0.061111, -51.166944]","Port of Santana, Pier, Jetty or Wharf - Small"
BRA,Santarem,Port of Santarem,-2.414444,-54.737778,BRSTM,"Pier, Jetty or Wharf",Very Small,"[-2.414444, -54.737778]","Port of Santarem, Pier, Jetty or Wharf - Very Small"
BRA,Santos,Alemoa Terminal,-24.023611,-46.333333,,Off-Shore Terminal,Very Small,"[-24.023611, -46.333333]","Alemoa Terminal, Off-Shore Terminal - Very Small"
BRA,Santos,Port of Santos,-23.968889,-46.300833,BRSSZ,Seaport,Medium,"[-23.968889, -46.300833]","Port of Santos, Seaport - Medium"
BRA,Sao Francisco do Sul,Port of Sao Francisco do Sul,-26.238056,-48.636667,BRSFS,Seaport,Small,"[-26.238056, -48.636667]","Port of Sao Francisco do Sul, Seaport - Small"
BRA,Sao Francisco do Sul,Sao Francisco do Sul Marine Terminal,-26.233056,-48.416667,,Off-Shore Terminal,Very Small,"[-26.233056, -48.416667]","Sao Francisco do Sul Marine Terminal, Off-Shore Terminal - Very Small"
BRA,Sao Sebastiao,Admiral Barroso Terminal,-23.709722,-45.331389,,Off-Shore Terminal,Very Small,"[-23.709722, -45.331389]","Admiral Barroso Terminal, Off-Shore Terminal - Very Small"
BRA,Sao Sebastiao,Port of Sao Sebastiao,-23.807778,-45.394444,BRSSO,"Pier, Jetty or Wharf",Small,"[-23.807778, -45.394444]","Port of Sao Sebastiao, Pier, Jetty or Wharf - Small"
BRA,Tramandai,Port of Tramandai,-30.011111,-50.096111,BRTRM,Off-Shore Terminal,Very Small,"[-30.011111, -50.096111]","Port of Tramandai, Off-Shore Terminal - Very Small"
BRA,Tubarao,Port of Tubarao,-20.289167,-40.247222,BRTUB,Seaport,Medium,"[-20.289167, -40.247222]","Port of Tubarao, Seaport - Medium"
BRA,Usiba,Port of Usiba,-12.783056,-38.490278,,Seaport,Medium,"[-12.783056, -38.490278]","Port of Usiba, Seaport - Medium"
BRA,Vila do Conde,Port of Vila do Conde,-1.536944,-48.745278,BRVDC,"Pier, Jetty or Wharf",Small,"[-1.536944, -48.745278]","Port of Vila do Conde, Pier, Jetty or Wharf - Small"
BRA,Vitoria,Port of Vitoria,-20.323333,-40.336111,BRVIX,Seaport,Medium,"[-20.323333, -40.336111]","Port of Vitoria, Seaport - Medium"
BRN,Muara,Port of Muara,5.021111,115.074722,BNMUA,"Pier, Jetty or Wharf",Small,"[5.021111, 115.074722]","Port of Muara, Pier, Jetty or Wharf - Small"
BGR,Bourgas,Port of Bourgas,42.47,27.463056,,Seaport,Small,"[42.47, 27.463056]","Port of Bourgas, Seaport - Small"
BGR,Varna,Port of Varna,43.194444,27.891667,BGVAR,Seaport,Medium,"[43.194444, 27.891667]","Port of Varna, Seaport - Medium"
CMR,Douala,Port of Douala,4.0575,9.688889,CMDLA,Seaport,Medium,"[4.0575, 9.688889]","Port of Douala, Seaport - Medium"
CAN,Alliford Bay,Alliford Bay,53.211667,-131.989444,,"Pier, Jetty or Wharf",Very Small,"[53.211667, -131.989444]","Alliford Bay, Pier, Jetty or Wharf - Very Small"
CAN,Annapolis Royal,Port of Annapolis Royal,44.745833,-65.52,,"Pier, Jetty or Wharf",Small,"[44.745833, -65.52]","Port of Annapolis Royal, Pier, Jetty or Wharf - Small"
CAN,Arichat,Port of Arichat,45.509722,-61.021389,CAARI,"Pier, Jetty or Wharf",Small,"[45.509722, -61.021389]","Port of Arichat, Pier, Jetty or Wharf - Small"
CAN,Arnold's Cove,Arnold's Cove Harbour,47.766389,-54.003056,CAARC,Seaport,Small,"[47.766389, -54.003056]","Arnold's Cove Harbour, Seaport - Small"
CAN,Baie Verte,Port of Baie Verte,49.936944,-56.191944,CABVE,"Pier, Jetty or Wharf",Very Small,"[49.936944, -56.191944]","Port of Baie Verte, Pier, Jetty or Wharf - Very Small"
CAN,Bamberton,Port of Bamberton,48.586389,-123.521944,,"Pier, Jetty or Wharf",Small,"[48.586389, -123.521944]","Port of Bamberton, Pier, Jetty or Wharf - Small"
CAN,Bayside,Bayside Harbour,45.159722,-67.141111,CABAY,"Pier, Jetty or Wharf",Small,"[45.159722, -67.141111]","Bayside Harbour, Pier, Jetty or Wharf - Small"
CAN,Becancour,Port of Becancour,46.402222,-72.3875,CABEC,Seaport,Medium,"[46.402222, -72.3875]","Port of Becancour, Seaport - Medium"
CAN,Blanc-Sablon,Port of Blanc-Sablon,51.42,-57.146667,CAYBX,"Pier, Jetty or Wharf",Very Small,"[51.42, -57.146667]","Port of Blanc-Sablon, Pier, Jetty or Wharf - Very Small"
CAN,Campbell River,Campbell River Harbor,50.031944,-125.241667,CACAM,Seaport,Small,"[50.031944, -125.241667]","Campbell River Harbor, Seaport - Small"
CAN,Campbellton,Port of Campbellton,48.011667,-66.669444,CACOM,"Pier, Jetty or Wharf",Small,"[48.011667, -66.669444]","Port of Campbellton, Pier, Jetty or Wharf - Small"
CAN,Carbonear,Port of Carbonear,47.737778,-53.223333,CACRB,"Pier, Jetty or Wharf",Small,"[47.737778, -53.223333]","Port of Carbonear, Pier, Jetty or Wharf - Small"
CAN,Cardinal,Port of Cardinal,44.788611,-75.375833,,"Pier, Jetty or Wharf",Small,"[44.788611, -75.375833]","Port of Cardinal, Pier, Jetty or Wharf - Small"
CAN,Carmanville,Carmanville Harbour,49.403889,-54.2825,CACMV,"Pier, Jetty or Wharf",Small,"[49.403889, -54.2825]","Carmanville Harbour, Pier, Jetty or Wharf - Small"
CAN,Catalina,Catalina Harbour,48.515556,-53.074444,CACAT,"Pier, Jetty or Wharf",Very Small,"[48.515556, -53.074444]","Catalina Harbour, Pier, Jetty or Wharf - Very Small"
CAN,Chatham,Chatham Harbor,47.035556,-65.466389,CACHN,"Pier, Jetty or Wharf",Small,"[47.035556, -65.466389]","Chatham Harbor, Pier, Jetty or Wharf - Small"
CAN,Chemainus,Port of Chemainus,48.923056,-123.710833,CACHM,Seaport,Medium,"[48.923056, -123.710833]","Port of Chemainus, Seaport - Medium"
CAN,Chicoutimi,Port of Chicoutimi,48.43,-71.054167,CACHI,Seaport,Small,"[48.43, -71.054167]","Port of Chicoutimi, Seaport - Small"
CAN,Churchill,Port of Churchill,58.775833,-94.193889,CACHV,"Pier, Jetty or Wharf",Small,"[58.775833, -94.193889]","Port of Churchill, Pier, Jetty or Wharf - Small"
CAN,Clarkson,Port of Clarkson,43.49,-79.606667,CACSN,"Pier, Jetty or Wharf",Small,"[43.49, -79.606667]","Port of Clarkson, Pier, Jetty or Wharf - Small"
CAN,Coal Harbor,Coal Harbor,50.598056,-127.581111,,"Pier, Jetty or Wharf",Very Small,"[50.598056, -127.581111]","Coal Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Come By Chance,Port of Come By Chance,47.799722,-54.011389,CACBC,Seaport,Small,"[47.799722, -54.011389]","Port of Come By Chance, Seaport - Small"
CAN,Corner Brook,Port of Corner Brook,48.960556,-57.938056,CACBK,Seaport,Small,"[48.960556, -57.938056]","Port of Corner Brook, Seaport - Small"
CAN,Cornwall,Port of Cornwall,45.011667,-74.735,CACWL,Seaport,Small,"[45.011667, -74.735]","Port of Cornwall, Seaport - Small"
CAN,Crofton,Port of Crofton,48.871944,-123.638889,CACRO,Seaport,Small,"[48.871944, -123.638889]","Port of Crofton, Seaport - Small"
CAN,Delta,Westshore Terminals,49.016944,-123.160278,,Seaport,Medium,"[49.016944, -123.160278]","Westshore Terminals, Seaport - Medium"
CAN,Digby,Port of Digby,44.625278,-65.7525,CADIG,"Pier, Jetty or Wharf",Small,"[44.625278, -65.7525]","Port of Digby, Pier, Jetty or Wharf - Small"
CAN,Dixon Entrance,Port of Dixon Entrance,54.003056,-132.645833,,"Pier, Jetty or Wharf",Small,"[54.003056, -132.645833]","Port of Dixon Entrance, Pier, Jetty or Wharf - Small"
CAN,Duncan Bay,Duncan Bay Harbor,50.073611,-125.289167,CADCN,Seaport,Small,"[50.073611, -125.289167]","Duncan Bay Harbor, Seaport - Small"
CAN,Esquimalt,Esquimalt Harbor,48.436389,-123.435,CAESQ,Seaport,Medium,"[48.436389, -123.435]","Esquimalt Harbor, Seaport - Medium"
CAN,Fairview Cove,Fairview Cove Terminal,44.666111,-63.630278,,Seaport,Small,"[44.666111, -63.630278]","Fairview Cove Terminal, Seaport - Small"
CAN,Goderich,Port of Goderich,43.746111,-81.724167,CAGOH,Seaport,Small,"[43.746111, -81.724167]","Port of Goderich, Seaport - Small"
CAN,Goose Bay,Goose Bay Harbor,53.384444,-60.3475,CAGOO,"Pier, Jetty or Wharf",Very Small,"[53.384444, -60.3475]","Goose Bay Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Halifax,Port of Halifax,44.656944,-63.578889,CAHAL,Seaport,Large,"[44.656944, -63.578889]","Port of Halifax, Seaport - Large"
CAN,Hamilton,Hamilton Port,43.284722,-79.826111,CAHAM,Seaport,Medium,"[43.284722, -79.826111]","Hamilton Port, Seaport - Medium"
CAN,Hantsport,Hantsport Harbor,45.068611,-64.170833,CAHPT,"Pier, Jetty or Wharf",Very Small,"[45.068611, -64.170833]","Hantsport Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Harmac,Harmac Harbor,49.138611,-123.852222,,"Pier, Jetty or Wharf",Small,"[49.138611, -123.852222]","Harmac Harbor, Pier, Jetty or Wharf - Small"
CAN,Heron Bay,Heron Bay,48.650278,-86.315556,,"Pier, Jetty or Wharf",Very Small,"[48.650278, -86.315556]","Heron Bay, Pier, Jetty or Wharf - Very Small"
CAN,Iona,Iona Harbour,45.962222,-60.801944,CAION,"Pier, Jetty or Wharf",Small,"[45.962222, -60.801944]","Iona Harbour, Pier, Jetty or Wharf - Small"
CAN,Iqaluit,Iqaluit Harbor,63.729444,-68.524167,CAIQL,"Pier, Jetty or Wharf",Small,"[63.729444, -68.524167]","Iqaluit Harbor, Pier, Jetty or Wharf - Small"
CAN,Isaac's Harbour,Isaac's Harbour,45.179722,-61.656944,,"Pier, Jetty or Wharf",Very Small,"[45.179722, -61.656944]","Isaac's Harbour, Pier, Jetty or Wharf - Very Small"
CAN,Kitimat,Port of Kitimat,53.998333,-128.687778,CAKTM,Seaport,Small,"[53.998333, -128.687778]","Port of Kitimat, Seaport - Small"
CAN,Kuper Island,Telegraph Harbour,48.970556,-123.660833,,"Pier, Jetty or Wharf",Very Small,"[48.970556, -123.660833]","Telegraph Harbour, Pier, Jetty or Wharf - Very Small"
CAN,La Have,La Have Harbor,44.295556,-64.36,CALHA,"Pier, Jetty or Wharf",Very Small,"[44.295556, -64.36]","La Have Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Les Escoumins,Les Escoumins Harbor,48.346667,-69.388611,,"Pier, Jetty or Wharf",Very Small,"[48.346667, -69.388611]","Les Escoumins Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Lewisporte,Port of Lewisporte,49.245833,-55.052778,CALWP,Seaport,Small,"[49.245833, -55.052778]","Port of Lewisporte, Seaport - Small"
CAN,Liscomb,Liscomb Harbor,45.025278,-61.995556,,"Pier, Jetty or Wharf",Very Small,"[45.025278, -61.995556]","Liscomb Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Little Narrows,Little Narrows Harbor,46.001944,-60.958889,CALIN,"Pier, Jetty or Wharf",Very Small,"[46.001944, -60.958889]","Little Narrows Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Long Harbour,Long Harbour,47.421667,-53.822778,CALOH,"Pier, Jetty or Wharf",Very Small,"[47.421667, -53.822778]","Long Harbour, Pier, Jetty or Wharf - Very Small"
CAN,Lyall Harbour,Lyall Harbour,48.793611,-123.201111,,"Pier, Jetty or Wharf",Very Small,"[48.793611, -123.201111]","Lyall Harbour, Pier, Jetty or Wharf - Very Small"
CAN,Marathon,Port of Marathon,48.72,-86.392222,CAMAR,"Pier, Jetty or Wharf",Small,"[48.72, -86.392222]","Port of Marathon, Pier, Jetty or Wharf - Small"
CAN,Marie Joseph,Marie Joseph Harbor,44.968056,-62.077778,,"Pier, Jetty or Wharf",Very Small,"[44.968056, -62.077778]","Marie Joseph Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Marystown,Marystown Harbor,47.164167,-55.146944,CAMTN,"Pier, Jetty or Wharf",Very Small,"[47.164167, -55.146944]","Marystown Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Marysville,Marysville Harbor,44.193889,-76.441667,,"Pier, Jetty or Wharf",Small,"[44.193889, -76.441667]","Marysville Harbor, Pier, Jetty or Wharf - Small"
CAN,Masset,Masset Harbor,54.006667,-132.145556,,"Pier, Jetty or Wharf",Very Small,"[54.006667, -132.145556]","Masset Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Mayne,Mayne Harbor,48.850556,-123.313889,,"Pier, Jetty or Wharf",Small,"[48.850556, -123.313889]","Mayne Harbor, Pier, Jetty or Wharf - Small"
CAN,Michipicoten,Michipicoten Harbour,47.958611,-84.900556,CAMIH,"Pier, Jetty or Wharf",Small,"[47.958611, -84.900556]","Michipicoten Harbour, Pier, Jetty or Wharf - Small"
CAN,Montague,Montague Harbor,46.165,-62.645556,,"Pier, Jetty or Wharf",Very Small,"[46.165, -62.645556]","Montague Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Montreal,Port of Montreal,45.543611,-73.529167,CAMTR,Seaport,Large,"[45.543611, -73.529167]","Port of Montreal, Seaport - Large"
CAN,Mulgrave,Port of Mulgrave,45.606111,-61.388889,CAMUL,Seaport,Small,"[45.606111, -61.388889]","Port of Mulgrave, Seaport - Small"
CAN,Nanisivik,Nanisivik Harbor,73.068611,-84.548611,CANVK,"Pier, Jetty or Wharf",Very Small,"[73.068611, -84.548611]","Nanisivik Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Natashquan,Natashquan Harbor,50.188056,-61.833611,CAYNA,"Pier, Jetty or Wharf",Very Small,"[50.188056, -61.833611]","Natashquan Harbor, Pier, Jetty or Wharf - Very Small"
CAN,New Richmond,New Richmond Harbor,48.138611,-65.835833,CANRC,"Pier, Jetty or Wharf",Very Small,"[48.138611, -65.835833]","New Richmond Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Newcastle,Newcastle Harbor,46.999444,-65.561667,CANCT,"Pier, Jetty or Wharf",Small,"[46.999444, -65.561667]","Newcastle Harbor, Pier, Jetty or Wharf - Small"
CAN,Parrsboro,Parrsboro Harbour,45.390556,-64.319167,CAPAR,"Pier, Jetty or Wharf",Small,"[45.390556, -64.319167]","Parrsboro Harbour, Pier, Jetty or Wharf - Small"
CAN,Pictou,Port of Pictou,45.674722,-62.706944,CAPTO,Seaport,Small,"[45.674722, -62.706944]","Port of Pictou, Seaport - Small"
CAN,Port Alberni,Port of Port Alberni,49.23,-124.820833,CAPAB,"Pier, Jetty or Wharf",Small,"[49.23, -124.820833]","Port of Port Alberni, Pier, Jetty or Wharf - Small"
CAN,Port Cartier,Port of Port Cartier,50.0325,-66.790556,CAPCA,Seaport,Small,"[50.0325, -66.790556]","Port of Port Cartier, Seaport - Small"
CAN,Port Clements,Port Clements,53.6875,-132.186667,,"Pier, Jetty or Wharf",Very Small,"[53.6875, -132.186667]","Port Clements, Pier, Jetty or Wharf - Very Small"
CAN,Port Harvey,Port Harvey,50.565278,-126.271389,,"Pier, Jetty or Wharf",Very Small,"[50.565278, -126.271389]","Port Harvey, Pier, Jetty or Wharf - Very Small"
CAN,Port Hawkesbury,Port of Port Hawkesbury,45.590833,-61.353611,CAPHW,Seaport,Medium,"[45.590833, -61.353611]","Port of Port Hawkesbury, Seaport - Medium"
CAN,Port Medway,Port Medway,44.1325,-64.576111,CAPMW,"Pier, Jetty or Wharf",Very Small,"[44.1325, -64.576111]","Port Medway, Pier, Jetty or Wharf - Very Small"
CAN,Port Mellon,Port of Port of Mellon,49.519722,-123.484722,CAPML,"Pier, Jetty or Wharf",Small,"[49.519722, -123.484722]","Port of Port of Mellon, Pier, Jetty or Wharf - Small"
CAN,Portneuf,Portneuf Harbor,46.683889,-71.88,CAPTN,"Pier, Jetty or Wharf",Very Small,"[46.683889, -71.88]","Portneuf Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Prescott,Port of Prescott,44.732778,-75.472222,CAPRE,Seaport,Small,"[44.732778, -75.472222]","Port of Prescott, Seaport - Small"
CAN,Prince Rupert,Prince Rupert Port,54.309722,-130.339167,CAPRR,Seaport,Medium,"[54.309722, -130.339167]","Prince Rupert Port, Seaport - Medium"
CAN,Quatsino Sound,Quatsino Sound Harbor,50.536944,-127.625278,,"Pier, Jetty or Wharf",Very Small,"[50.536944, -127.625278]","Quatsino Sound Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Quebec,Port of Quebec,46.805833,-71.214167,CAQUE,Seaport,Large,"[46.805833, -71.214167]","Port of Quebec, Seaport - Large"
CAN,Saguenay,Port of Saguenay,48.400833,-70.8325,,"Pier, Jetty or Wharf",Small,"[48.400833, -70.8325]","Port of Saguenay, Pier, Jetty or Wharf - Small"
CAN,Saint John,Canaport,45.207778,-65.981389,CACPT,Seaport,Small,"[45.207778, -65.981389]","Canaport, Seaport - Small"
CAN,Saint John,Saint John Port,45.266389,-66.056111,CASJB,Seaport,Medium,"[45.266389, -66.056111]","Saint John Port, Seaport - Medium"
CAN,Sandspit,Sandspit Landing,53.255278,-131.821389,,"Pier, Jetty or Wharf",Very Small,"[53.255278, -131.821389]","Sandspit Landing, Pier, Jetty or Wharf - Very Small"
CAN,Sarnia,Port of Sarnia,42.976389,-82.408333,CASNI,Seaport,Small,"[42.976389, -82.408333]","Port of Sarnia, Seaport - Small"
CAN,Sheshatshiu,Sheshatshiu Harbor,53.513056,-60.130278,,"Pier, Jetty or Wharf",Small,"[53.513056, -60.130278]","Sheshatshiu Harbor, Pier, Jetty or Wharf - Small"
CAN,Skidegate,Skidegate Landing,53.246389,-132.008889,,"Pier, Jetty or Wharf",Very Small,"[53.246389, -132.008889]","Skidegate Landing, Pier, Jetty or Wharf - Very Small"
CAN,Sonora,Sonora Harbor,45.057778,-61.904444,,"Pier, Jetty or Wharf",Very Small,"[45.057778, -61.904444]","Sonora Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Sorel,Port of Sorel,46.041111,-73.118889,CASOR,Seaport,Small,"[46.041111, -73.118889]","Port of Sorel, Seaport - Small"
CAN,Spragge,Spragge Harbor,46.197222,-82.697222,CASPR,"Pier, Jetty or Wharf",Very Small,"[46.197222, -82.697222]","Spragge Harbor, Pier, Jetty or Wharf - Very Small"
CAN,Springdale,Port of Springdale,49.500556,-56.063611,CASPD,"Pier, Jetty or Wharf",Small,"[49.500556, -56.063611]","Port of Springdale, Pier, Jetty or Wharf - Small"
CAN,Squamish,Port of Squamish,49.687222,-123.161944,CASQA,Seaport,Small,"[49.687222, -123.161944]","Port of Squamish, Seaport - Small"
CAN,St. Romuald,St. Romuald Harbor,46.753889,-71.248056,CASRO,"Pier, Jetty or Wharf",Very Small,"[46.753889, -71.248056]","St. Romuald Harbor, Pier, Jetty or Wharf - Very Small"
